id,display,category,threat,tier_hint,habitat,tameable,source_file,description_short
portrait_npc_npc_tiansha_sect_patrol_captain,天煞宗·巡卫队长（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。天煞宗·巡卫队长。下颌线硬，扫描式眨眼
portrait_npc_npc_yuling_sect_sect_master,御灵宗·掌门/代掌（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。御灵宗·掌门/代掌。印堂气沉，眉目少波，说话时袍角不起无风
portrait_npc_npc_yuling_sect_great_elder,御灵宗·大长老（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。御灵宗·大长老。法令纹深，目光秤人
portrait_npc_npc_yuling_sect_alchemy_elder,御灵宗·丹堂执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。御灵宗·丹堂执事。鼻翼常有药味，指黄
portrait_npc_npc_yuling_sect_outer_deacon,御灵宗·外门执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。御灵宗·外门执事。脸皮笑意薄，眼珠转得快
portrait_npc_npc_yuling_sect_patrol_captain,御灵宗·巡卫队长（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。御灵宗·巡卫队长。下颌线硬，扫描式眨眼
portrait_npc_npc_qianhuan_sect_sect_master,千幻宗·掌门/代掌（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。千幻宗·掌门/代掌。印堂气沉，眉目少波，说话时袍角不起无风
portrait_npc_npc_qianhuan_sect_great_elder,千幻宗·大长老（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。千幻宗·大长老。法令纹深，目光秤人
portrait_npc_npc_qianhuan_sect_alchemy_elder,千幻宗·丹堂执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。千幻宗·丹堂执事。鼻翼常有药味，指黄
portrait_npc_npc_qianhuan_sect_outer_deacon,千幻宗·外门执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。千幻宗·外门执事。脸皮笑意薄，眼珠转得快
portrait_npc_npc_qianhuan_sect_patrol_captain,千幻宗·巡卫队长（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。千幻宗·巡卫队长。下颌线硬，扫描式眨眼
portrait_npc_npc_luoyun_sect_sect_master,落云宗·掌门/代掌（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。落云宗·掌门/代掌。印堂气沉，眉目少波，说话时袍角不起无风
portrait_npc_npc_luoyun_sect_great_elder,落云宗·大长老（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。落云宗·大长老。法令纹深，目光秤人
portrait_npc_npc_luoyun_sect_alchemy_elder,落云宗·丹堂执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。落云宗·丹堂执事。鼻翼常有药味，指黄
portrait_npc_npc_luoyun_sect_outer_deacon,落云宗·外门执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。落云宗·外门执事。脸皮笑意薄，眼珠转得快
portrait_npc_npc_luoyun_sect_patrol_captain,落云宗·巡卫队长（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。落云宗·巡卫队长。下颌线硬，扫描式眨眼
portrait_npc_npc_star_palace_sect_master,星宫·掌门/代掌（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。星宫·掌门/代掌。印堂气沉，眉目少波，说话时袍角不起无风
portrait_npc_npc_star_palace_great_elder,星宫·大长老（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。星宫·大长老。法令纹深，目光秤人
portrait_npc_npc_star_palace_alchemy_elder,星宫·丹堂执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。星宫·丹堂执事。鼻翼常有药味，指黄
portrait_npc_npc_star_palace_outer_deacon,星宫·外门执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。星宫·外门执事。脸皮笑意薄，眼珠转得快
portrait_npc_npc_star_palace_patrol_captain,星宫·巡卫队长（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。星宫·巡卫队长。下颌线硬，扫描式眨眼
portrait_npc_npc_inverse_star_alliance_sect_master,逆星盟·掌门/代掌（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。逆星盟·掌门/代掌。印堂气沉，眉目少波，说话时袍角不起无风
portrait_npc_npc_inverse_star_alliance_great_elder,逆星盟·大长老（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。逆星盟·大长老。法令纹深，目光秤人
portrait_npc_npc_inverse_star_alliance_alchemy_elder,逆星盟·丹堂执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。逆星盟·丹堂执事。鼻翼常有药味，指黄
portrait_npc_npc_inverse_star_alliance_outer_deacon,逆星盟·外门执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。逆星盟·外门执事。脸皮笑意薄，眼珠转得快
portrait_npc_npc_inverse_star_alliance_patrol_captain,逆星盟·巡卫队长（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。逆星盟·巡卫队长。下颌线硬，扫描式眨眼
portrait_npc_npc_qianzhu_teach_sect_master,千竹教·掌门/代掌（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。千竹教·掌门/代掌。印堂气沉，眉目少波，说话时袍角不起无风
portrait_npc_npc_qianzhu_teach_great_elder,千竹教·大长老（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。千竹教·大长老。法令纹深，目光秤人
portrait_npc_npc_qianzhu_teach_alchemy_elder,千竹教·丹堂执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。千竹教·丹堂执事。鼻翼常有药味，指黄
portrait_npc_npc_qianzhu_teach_outer_deacon,千竹教·外门执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。千竹教·外门执事。脸皮笑意薄，眼珠转得快
portrait_npc_npc_qianzhu_teach_patrol_captain,千竹教·巡卫队长（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。千竹教·巡卫队长。下颌线硬，扫描式眨眼
portrait_npc_npc_mulan_fashi_council_sect_master,慕兰神师府·掌门/代掌（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。慕兰神师府·掌门/代掌。印堂气沉，眉目少波，说话时袍角不起无风
portrait_npc_npc_mulan_fashi_council_great_elder,慕兰神师府·大长老（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。慕兰神师府·大长老。法令纹深，目光秤人
portrait_npc_npc_mulan_fashi_council_alchemy_elder,慕兰神师府·丹堂执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。慕兰神师府·丹堂执事。鼻翼常有药味，指黄
portrait_npc_npc_mulan_fashi_council_outer_deacon,慕兰神师府·外门执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。慕兰神师府·外门执事。脸皮笑意薄，眼珠转得快
portrait_npc_npc_mulan_fashi_council_patrol_captain,慕兰神师府·巡卫队长（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。慕兰神师府·巡卫队长。下颌线硬，扫描式眨眼
portrait_npc_npc_tianlan_temple_sect_master,天澜圣殿·掌门/代掌（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。天澜圣殿·掌门/代掌。印堂气沉，眉目少波，说话时袍角不起无风
portrait_npc_npc_tianlan_temple_great_elder,天澜圣殿·大长老（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。天澜圣殿·大长老。法令纹深，目光秤人
portrait_npc_npc_tianlan_temple_alchemy_elder,天澜圣殿·丹堂执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。天澜圣殿·丹堂执事。鼻翼常有药味，指黄
portrait_npc_npc_tianlan_temple_outer_deacon,天澜圣殿·外门执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。天澜圣殿·外门执事。脸皮笑意薄，眼珠转得快
portrait_npc_npc_tianlan_temple_patrol_captain,天澜圣殿·巡卫队长（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。天澜圣殿·巡卫队长。下颌线硬，扫描式眨眼
portrait_npc_npc_qianzhu_sect_sect_master,千竹教·掌门/代掌（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。千竹教·掌门/代掌。印堂气沉，眉目少波，说话时袍角不起无风
portrait_npc_npc_qianzhu_sect_great_elder,千竹教·大长老（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。千竹教·大长老。法令纹深，目光秤人
portrait_npc_npc_qianzhu_sect_alchemy_elder,千竹教·丹堂执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。千竹教·丹堂执事。鼻翼常有药味，指黄
portrait_npc_npc_qianzhu_sect_outer_deacon,千竹教·外门执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。千竹教·外门执事。脸皮笑意薄，眼珠转得快
portrait_npc_npc_qianzhu_sect_patrol_captain,千竹教·巡卫队长（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。千竹教·巡卫队长。下颌线硬，扫描式眨眼
portrait_npc_npc_yuling_sect_secret_sect_master,御灵宗·掌门/代掌（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。御灵宗·掌门/代掌。印堂气沉，眉目少波，说话时袍角不起无风
portrait_npc_npc_yuling_sect_secret_great_elder,御灵宗·大长老（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。御灵宗·大长老。法令纹深，目光秤人
portrait_npc_npc_yuling_sect_secret_alchemy_elder,御灵宗·丹堂执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。御灵宗·丹堂执事。鼻翼常有药味，指黄
portrait_npc_npc_yuling_sect_secret_outer_deacon,御灵宗·外门执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。御灵宗·外门执事。脸皮笑意薄，眼珠转得快
portrait_npc_npc_yuling_sect_secret_patrol_captain,御灵宗·巡卫队长（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。御灵宗·巡卫队长。下颌线硬，扫描式眨眼
portrait_npc_npc_guiling_gate_sect_master,鬼灵门·掌门/代掌（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。鬼灵门·掌门/代掌。印堂气沉，眉目少波，说话时袍角不起无风
portrait_npc_npc_guiling_gate_great_elder,鬼灵门·大长老（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。鬼灵门·大长老。法令纹深，目光秤人
portrait_npc_npc_guiling_gate_alchemy_elder,鬼灵门·丹堂执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。鬼灵门·丹堂执事。鼻翼常有药味，指黄
portrait_npc_npc_guiling_gate_outer_deacon,鬼灵门·外门执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。鬼灵门·外门执事。脸皮笑意薄，眼珠转得快
portrait_npc_npc_guiling_gate_patrol_captain,鬼灵门·巡卫队长（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。鬼灵门·巡卫队长。下颌线硬，扫描式眨眼
portrait_npc_npc_tianmo_sect_sect_master,天魔宗·掌门/代掌（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。天魔宗·掌门/代掌。印堂气沉，眉目少波，说话时袍角不起无风
portrait_npc_npc_tianmo_sect_great_elder,天魔宗·大长老（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。天魔宗·大长老。法令纹深，目光秤人
portrait_npc_npc_tianmo_sect_alchemy_elder,天魔宗·丹堂执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。天魔宗·丹堂执事。鼻翼常有药味，指黄
portrait_npc_npc_tianmo_sect_outer_deacon,天魔宗·外门执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。天魔宗·外门执事。脸皮笑意薄，眼珠转得快
portrait_npc_npc_tianmo_sect_patrol_captain,天魔宗·巡卫队长（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。天魔宗·巡卫队长。下颌线硬，扫描式眨眼
portrait_npc_npc_qingluo_sect_sect_master,青罗宗·掌门/代掌（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。青罗宗·掌门/代掌。印堂气沉，眉目少波，说话时袍角不起无风
portrait_npc_npc_qingluo_sect_great_elder,青罗宗·大长老（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。青罗宗·大长老。法令纹深，目光秤人
portrait_npc_npc_qingluo_sect_alchemy_elder,青罗宗·丹堂执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。青罗宗·丹堂执事。鼻翼常有药味，指黄
portrait_npc_npc_qingluo_sect_outer_deacon,青罗宗·外门执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。青罗宗·外门执事。脸皮笑意薄，眼珠转得快
portrait_npc_npc_qingluo_sect_patrol_captain,青罗宗·巡卫队长（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。青罗宗·巡卫队长。下颌线硬，扫描式眨眼
portrait_npc_npc_wanhu_sect_sect_master,万狐宗·掌门/代掌（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。万狐宗·掌门/代掌。印堂气沉，眉目少波，说话时袍角不起无风
portrait_npc_npc_wanhu_sect_great_elder,万狐宗·大长老（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。万狐宗·大长老。法令纹深，目光秤人
portrait_npc_npc_wanhu_sect_alchemy_elder,万狐宗·丹堂执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。万狐宗·丹堂执事。鼻翼常有药味，指黄
portrait_npc_npc_wanhu_sect_outer_deacon,万狐宗·外门执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。万狐宗·外门执事。脸皮笑意薄，眼珠转得快
portrait_npc_npc_wanhu_sect_patrol_captain,万狐宗·巡卫队长（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。万狐宗·巡卫队长。下颌线硬，扫描式眨眼
portrait_npc_npc_xuewu_sect_sect_master,血巫教·掌门/代掌（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。血巫教·掌门/代掌。印堂气沉，眉目少波，说话时袍角不起无风
portrait_npc_npc_xuewu_sect_great_elder,血巫教·大长老（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。血巫教·大长老。法令纹深，目光秤人
portrait_npc_npc_xuewu_sect_alchemy_elder,血巫教·丹堂执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。血巫教·丹堂执事。鼻翼常有药味，指黄
portrait_npc_npc_xuewu_sect_outer_deacon,血巫教·外门执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。血巫教·外门执事。脸皮笑意薄，眼珠转得快
portrait_npc_npc_xuewu_sect_patrol_captain,血巫教·巡卫队长（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。血巫教·巡卫队长。下颌线硬，扫描式眨眼
portrait_npc_npc_dajin_buddhist_temple_line_sect_master,大晋佛寺一脉·掌门/代掌（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。大晋佛寺一脉·掌门/代掌。印堂气沉，眉目少波，说话时袍角不起无风
portrait_npc_npc_dajin_buddhist_temple_line_great_elder,大晋佛寺一脉·大长老（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。大晋佛寺一脉·大长老。法令纹深，目光秤人
portrait_npc_npc_dajin_buddhist_temple_line_alchemy_elder,大晋佛寺一脉·丹堂执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。大晋佛寺一脉·丹堂执事。鼻翼常有药味，指黄
portrait_npc_npc_dajin_buddhist_temple_line_outer_deacon,大晋佛寺一脉·外门执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。大晋佛寺一脉·外门执事。脸皮笑意薄，眼珠转得快
portrait_npc_npc_dajin_buddhist_temple_line_patrol_captain,大晋佛寺一脉·巡卫队长（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。大晋佛寺一脉·巡卫队长。下颌线硬，扫描式眨眼
portrait_npc_npc_huangfeng_dan_tang,黄枫谷·丹堂管事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。黄枫谷·丹堂管事。鼻翼常有药味，指黄
portrait_npc_npc_huangfeng_outer,黄枫谷·外门赵执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。黄枫谷·外门赵执事。脸皮笑意薄，眼珠转得快
portrait_npc_npc_yanyue_shadow,掩月宗·影堂引路人（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。掩月宗·影堂引路人。可亲但藏锋，握手时试探气机
portrait_npc_npc_spirit_beast_herder,灵兽山·御兽长（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。灵兽山·御兽长。法令纹深，目光秤人
portrait_npc_npc_qingxu_quiet,清虚门·静修堂主（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。清虚门·静修堂主。法令纹深，目光秤人
portrait_npc_npc_jujian_forge,巨剑门·剑冢执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。巨剑门·剑冢执事。下颌线硬，扫描式眨眼
portrait_npc_npc_qixuan_chief,七玄门·门主（江湖）（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。七玄门·门主（江湖）。印堂气沉，眉目少波，说话时袍角不起无风
portrait_npc_npc_ghost_spirit_ferry,鬼灵门·引渡使（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。鬼灵门·引渡使。可亲但藏锋，握手时试探气机
portrait_npc_npc_hehuan_host,合欢宗·堂主（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。合欢宗·堂主。印堂气沉，眉目少波，说话时袍角不起无风
portrait_npc_npc_star_palace_censor,星宫·巡察使（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。星宫·巡察使。下颌线硬，扫描式眨眼
portrait_npc_npc_inverse_star_broker,逆星·灰市掮客（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。逆星·灰市掮客。半张脸常在阴影，笑只牵一边嘴
portrait_npc_npc_liulian_envoy,六连殿·联络修（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。六连殿·联络修。可亲但藏锋，握手时试探气机
portrait_npc_npc_dajin_auctioneer,大晋·拍卖行掌柜（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。大晋·拍卖行掌柜。半张脸常在阴影，笑只牵一边嘴
portrait_npc_npc_dajin_border_general,大晋边军·校尉（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。大晋边军·校尉。下颌线硬，扫描式眨眼
portrait_npc_npc_mulan_fashi,慕兰·法师长老（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。慕兰·法师长老。法令纹深，目光秤人
portrait_npc_npc_mulan_scout_chief,慕兰·斥候长（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。慕兰·斥候长。下颌线硬，扫描式眨眼
portrait_npc_npc_tianyuan_clerk,天渊城·功勋吏（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。天渊城·功勋吏。脸皮笑意薄，眼珠转得快
portrait_npc_npc_qianzhu_mechanic,千竹·机关长老（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。千竹·机关长老。鼻翼常有药味，指黄
portrait_npc_npc_kunwu_guide,昆吾·火脉向导（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。昆吾·火脉向导。可亲但藏锋，握手时试探气机
portrait_npc_npc_nether_ferryman,冥河·摆渡残影（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。冥河·摆渡残影。可亲但藏锋，握手时试探气机
portrait_npc_npc_blood_forbidden_guard,血色禁地·守界修（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。血色禁地·守界修。下颌线硬，扫描式眨眼
portrait_npc_npc_xutian_observer,虚天殿·观殿人（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。虚天殿·观殿人。法令纹深，目光秤人
portrait_npc_npc_diyuan_miner,地渊·矿脉包工头（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。地渊·矿脉包工头。脸皮笑意薄，眼珠转得快
portrait_npc_npc_asura_trial_warden,修罗界·试炼令使（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。修罗界·试炼令使。可亲但藏锋，握手时试探气机
portrait_npc_npc_jiuxian_gatekeeper,九仙山·守峰人（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。九仙山·守峰人。印堂气沉，眉目少波，说话时袍角不起无风
portrait_npc_npc_garden_auditor,灵缈园·采药审计（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。灵缈园·采药审计。下颌线硬，扫描式眨眼
portrait_npc_npc_wandering_appraiser,散修·鉴宝张（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。散修·鉴宝张。半张脸常在阴影，笑只牵一边嘴
portrait_npc_npc_seven_meridian_judge,七脉试炼·评分执事（肖像）,humanoid_other,1,,,,bestiary_v119.json,NPC肖像。七脉试炼·评分执事。脸皮笑意薄，眼珠转得快
v119_fx_librarian,特效司书,humanoid_other,0,,,,bestiary_v119.json,指向 visual_storyboards_v119 与 item_descriptions_v119。
anim_beast_twin_pupil_rat,双瞳鼠（动画表）,lingshou,3,,,True,bestiary_v120.json,双瞳鼠：双瞳看穿迷雾，喜灵浓处筑窝。
anim_beast_red_leopard_beast,红狸兽（动画表）,lingshou,3,,,True,bestiary_v120.json,红狸兽：敏捷、嗅觉超常。
anim_beast_fire_horn_deer,炙角鹿（动画表）,yaoshou,3,,,False,bestiary_v120.json,炙角鹿：火红独角。
anim_beast_wind_screech_hawk,风啸鹰（动画表）,lingshou,3,,,True,bestiary_v120.json,风啸鹰：驯养放哨侦察。
anim_beast_scent_spirit_beast,嗅灵兽（动画表）,lingshou,3,,,True,bestiary_v120.json,嗅灵兽：查违禁物品。
anim_beast_giant_centipede,巨型蜈蚣（动画表）,yaoshou,3,,,False,bestiary_v120.json,巨型蜈蚣：黑色甲壳。
anim_beast_ink_flood_dragon,墨蛟（动画表）,yaoshou,3,,,False,bestiary_v120.json,蜿体鳞层、须眉杀气、盘/游姿态
anim_beast_heart_bore_worm,钻心虫（动画表）,yaoshou,3,,,False,bestiary_v120.json,甲壳/鳞粉/复眼细节
anim_beast_fire_crow,火鸦（动画表）,yaoshou,3,,,False,bestiary_v120.json,火鸦：火属性远程。
anim_beast_green_vine_demon,青木妖藤（动画表）,yaoshou,3,,,False,bestiary_v120.json,青木妖藤：束缚毒回血。
anim_beast_mystic_water_turtle,玄水龟（动画表）,yaoshou,3,,,False,bestiary_v120.json,玄水龟：高防水系控制。
anim_beast_thunder_horn_tiger,雷角虎（动画表）,yaoshou,3,,,False,bestiary_v120.json,雷角虎：冲锋雷击。
anim_beast_demon_core_bear,妖丹熊（动画表）,yaoshou,3,,,False,bestiary_v120.json,妖丹熊：结丹初，体内结妖丹。
anim_beast_baby_carp_demon,婴鲤兽（动画表）,yaoshou,3,,,False,bestiary_v120.json,婴鲤兽：娃娃脸鱼尾，水罡神雷。
anim_beast_ice_soul_serpent,冰魄蛇（动画表）,yaoshou,3,,,False,bestiary_v120.json,冰魄蛇：冰冻毒。
anim_beast_spirit_fox,灵狐（动画表）,lingshou,3,,,True,bestiary_v120.json,灵狐：幻术闪避可驯服。
anim_beast_shape_shift_trial_beast,化形试炼兽（动画表）,yaoshou,3,,,False,bestiary_v120.json,化形试炼兽：七级渡劫化形模板。
anim_beast_thunder_jiao,雷劫蛟（动画表）,yaoshou,3,,,False,bestiary_v120.json,蜿体鳞层、须眉杀气、盘/游姿态
anim_beast_silver_wing_yaksha,银翅夜叉（动画表）,yaoshou,3,,,False,bestiary_v120.json,银翅夜叉：炼尸/妖 hybrid，风土遁幻术。
anim_beast_wind_split_beast,裂风兽（动画表）,yaoshou,3,,,False,bestiary_v120.json,裂风兽：妖王级，学人族技术。
anim_beast_earth_armor_dragon,土甲龙（动画表）,yaoshou,3,,,False,bestiary_v120.json,蜿体鳞层、须眉杀气、盘/游姿态
anim_beast_fire_jiao_adult,离火蛟（动画表）,yaoshou,3,,,False,bestiary_v120.json,蜿体鳞层、须眉杀气、盘/游姿态
anim_beast_suanni_beast,狻猊兽（动画表）,yaoshou,3,,,False,bestiary_v120.json,狻猊兽：上古兽形。
anim_beast_four_ear_gold_ape,四耳金猿（动画表）,yaoshou,3,,,False,bestiary_v120.json,长臂巨力、面有智光
anim_beast_gold_body_moon_corpse,金身月尸（动画表）,yaoshou,3,,,False,bestiary_v120.json,金漆干尸关节反折
anim_beast_six_wing_frost_centipede,六翼霜蚣（动画表）,yaoshou,3,,,False,bestiary_v120.json,六翼霜蚣：冰龙血统灵虫。
anim_beast_leopard_qilin_beast,豹麟兽（动画表）,yaoshou,3,,,False,bestiary_v120.json,豹麟兽：麒麟血脉，元婴实力幼体。
anim_beast_mirage_sand_beast,蜃兽（动画表）,yaoshou,3,,,False,bestiary_v120.json,蜃兽：双蛇首蛙身，幻化。
anim_beast_sky_tiger_beast,天虎兽（动画表）,yaoshou,3,,,False,bestiary_v120.json,天虎兽：土风法术瞬移。
anim_beast_holy_peacock,圣禽（青孔雀）（动画表）,yaoshou,3,,,False,bestiary_v120.json,华羽开屏、冠羽
anim_beast_soul_weep_beast,泣魂兽（动画表）,yaoshou,3,,,False,bestiary_v120.json,泣魂兽：冥河阴兽，啼哭可乱人心神，常伴尸气。
anim_beast_phantom_flame_moth,幻焰蛾（动画表）,yaoshou,3,,,False,bestiary_v120.json,甲壳/鳞粉/复眼细节
anim_beast_gold_devour_beetle,噬金虫（动画表）,lingshou,3,,,True,bestiary_v120.json,甲壳/鳞粉/复眼细节
anim_beast_soul_weeping_beast,啼魂兽（动画表）,lingshou,3,,,True,bestiary_v120.json,啼魂兽：尖啸伤魂，对鬼物克制极强。
anim_beast_mountain_giant_ape,山岳巨猿（动画表）,yaoshou,3,,,False,bestiary_v120.json,长臂巨力、面有智光
anim_beast_blood_jiao,血蛟（动画表）,yaoshou,3,,,False,bestiary_v120.json,蜿体鳞层、须眉杀气、盘/游姿态
anim_beast_three_tailed_fox,三尾妖狐（动画表）,lingshou,3,,,True,bestiary_v120.json,三尾妖狐：擅幻术，灵狐一脉。
anim_beast_iron_lion_beast,铁甲狮兽（动画表）,lingshou,3,,,True,bestiary_v120.json,铁甲狮兽：体修型妖兽，皮糙肉厚。
anim_beast_cloud_silk_spider,云丝蛛（动画表）,lingshou,3,,,True,bestiary_v120.json,云丝蛛：吐丝缚敌，可炼蛛丝材料。
anim_beast_flame_salamander,火蜥兽（动画表）,lingshou,3,,,True,bestiary_v120.json,火蜥兽：火系低阶妖兽，内丹可入药。
anim_beast_ice_phoenix_chick,冰凤幼禽（动画表）,lingshou,3,,,True,bestiary_v120.json,华羽开屏、冠羽
anim_beast_void_mantis,虚空螳螂（动画表）,yaoshou,3,,,False,bestiary_v120.json,虚空螳螂：灵界虫族，前肢如刃。
expr_npc_npc_huangfeng_valley_sect_master,黄枫谷·掌门/代掌（表情）,humanoid_other,1,,,,bestiary_v120.json,"表情组['威默', '微颔', '目压']"
expr_npc_npc_huangfeng_valley_great_elder,黄枫谷·大长老（表情）,humanoid_other,1,,,,bestiary_v120.json,"表情组['审', '斥', '允']"
